transaction_id,account_id,product_id,transaction_type,amount,price,quantity,transaction_date,fee,status
TXN13136434,ACCT8631863,PROD1022,purchase,140274.86,6.9266,20251.62,2026-05-15 11:02:00,334.82,completed
TXN83487025,ACCT2126528,PROD1029,purchase,25262.25,9.6045,2630.25,2026-05-15 09:03:00,57.15,completed
TXN60313415,ACCT2218993,PROD1015,purchase,59414.35,2.1989,27020.03,2026-05-15 11:52:00,74.44,completed
TXN23805077,ACCT2912922,PROD1034,purchase,178458.49,4.0857,43678.8,2026-05-15 09:11:00,327.72,completed
TXN28958235,ACCT3458180,PROD1015,purchase,49381.47,3.3331,14815.48,2026-05-15 12:25:00,51.93,completed
TXN76409488,ACCT4335497,PROD1038,purchase,31827.53,5.4328,5858.4,2026-05-15 10:28:00,75.43,pending
TXN31130645,ACCT1489342,PROD1009,transfer_out,208553.22,5.8756,35494.8,2026-05-15 14:43:00,400.74,completed
TXN48417819,ACCT5395484,PROD1049,purchase,6652.73,9.1479,727.24,2026-05-15 14:56:00,18.89,completed
TXN81463680,ACCT1554127,PROD1001,purchase,197009.22,3.3279,59199.26,2026-05-15 12:29:00,236.65,completed
TXN59406436,ACCT2553430,PROD1041,transfer_in,119205.8,6.2731,19002.69,2026-05-15 13:54:00,157.89,completed
TXN16048015,ACCT4145943,PROD1030,redemption,20542.19,7.0808,2901.11,2026-05-15 15:27:00,55.15,completed
TXN85338572,ACCT6921783,PROD1041,purchase,117755.95,5.7438,20501.4,2026-05-15 14:24:00,222.61,failed
TXN13032322,ACCT7477579,PROD1029,transfer_in,56238.31,8.8134,6381.0,2026-05-15 14:03:00,106.19,completed
TXN94472454,ACCT5446141,PROD1023,purchase,34096.53,6.0609,5625.65,2026-05-15 11:40:00,57.41,completed
TXN69086677,ACCT2015565,PROD1028,purchase,130202.22,9.4921,13716.9,2026-05-15 15:01:00,207.67,pending
TXN53748222,ACCT8143821,PROD1036,purchase,120050.69,5.2327,22942.4,2026-05-15 09:22:00,299.27,completed
TXN46070912,ACCT7995407,PROD1010,purchase,32811.61,2.954,11107.52,2026-05-15 14:50:00,61.97,completed
TXN63285442,ACCT2477493,PROD1028,redemption,91489.26,9.9577,9187.79,2026-05-16 12:02:00,154.82,completed
TXN69619953,ACCT9932193,PROD1032,purchase,15293.84,7.9957,1912.76,2026-05-16 12:00:00,38.2,completed
TXN95544905,ACCT5650552,PROD1002,transfer_out,51562.53,7.9134,6515.85,2026-05-16 11:04:00,72.4,completed
TXN50241406,ACCT4356743,PROD1030,purchase,20787.62,4.1886,4962.9,2026-05-16 14:23:00,32.96,completed
TXN85182778,ACCT2903380,PROD1042,redemption,91566.49,2.738,33442.84,2026-05-16 10:41:00,156.88,completed
TXN71642873,ACCT7748042,PROD1017,dividend,6672.1,9.6708,689.92,2026-05-16 10:31:00,10.47,completed
TXN97219371,ACCT7477579,PROD1023,purchase,65924.27,3.8688,17039.98,2026-05-16 10:51:00,68.42,completed
TXN60565739,ACCT6927830,PROD1040,purchase,12949.63,9.3563,1384.05,2026-05-16 11:32:00,27.57,completed
TXN98794695,ACCT1497337,PROD1023,transfer_out,170042.32,5.4163,31394.55,2026-05-16 10:37:00,441.32,completed
TXN77830535,ACCT1343098,PROD1048,transfer_in,466118.51,6.8157,68388.94,2026-05-16 09:19:00,1035.28,completed
TXN18240949,ACCT5090006,PROD1046,dividend,7710.06,9.0526,851.7,2026-05-16 10:43:00,19.33,completed
TXN91105522,ACCT5307384,PROD1017,purchase,94031.05,9.6333,9761.04,2026-05-16 13:26:00,186.12,completed
TXN90829996,ACCT9948694,PROD1010,redemption,4612.63,5.8471,788.87,2026-05-16 09:25:00,5.49,completed
TXN46686787,ACCT3244422,PROD1036,transfer_in,419107.02,9.7601,42940.85,2026-05-16 10:12:00,709.47,completed
TXN16969805,ACCT6970030,PROD1016,transfer_in,136742.67,8.4526,16177.59,2026-05-16 12:50:00,267.86,completed
TXN89653285,ACCT3346110,PROD1037,purchase,164588.95,2.23,73806.7,2026-05-16 14:29:00,463.12,completed
TXN88072343,ACCT7187757,PROD1010,dividend,6977.42,7.6911,907.21,2026-05-16 12:55:00,15.25,completed
TXN44848636,ACCT5345780,PROD1023,transfer_in,463909.0,2.9691,156245.66,2026-05-16 10:24:00,965.92,completed
TXN99653318,ACCT4932689,PROD1032,transfer_out,417655.33,9.5053,43939.21,2026-05-16 13:36:00,759.35,completed
TXN67843045,ACCT4676418,PROD1013,transfer_in,461302.7,4.4809,102948.67,2026-05-16 10:34:00,819.36,completed
TXN48799789,ACCT7078017,PROD1002,transfer_out,208590.13,4.7989,43466.24,2026-05-17 12:53:00,492.63,completed
TXN32200151,ACCT2931936,PROD1013,purchase,54458.95,8.6204,6317.45,2026-05-17 10:37:00,161.78,completed
TXN61267674,ACCT3451187,PROD1027,transfer_out,90831.23,4.1166,22064.62,2026-05-17 12:57:00,223.59,completed
TXN86672137,ACCT5541823,PROD1006,transfer_out,217875.49,3.4282,63553.9,2026-05-17 14:16:00,516.41,completed
TXN27196610,ACCT6419071,PROD1042,redemption,68412.34,7.1521,9565.35,2026-05-17 13:17:00,180.66,completed
TXN17734464,ACCT8561973,PROD1037,purchase,119851.54,7.6595,15647.44,2026-05-17 10:53:00,131.82,completed
TXN57477918,ACCT9311673,PROD1045,purchase,94511.57,9.2587,10207.87,2026-05-17 11:10:00,200.97,completed
TXN85942615,ACCT7597027,PROD1027,transfer_out,187411.01,6.4129,29224.07,2026-05-17 12:48:00,536.83,completed
TXN16998363,ACCT6360239,PROD1000,redemption,47804.62,2.9963,15954.55,2026-05-17 10:49:00,101.35,completed
TXN83196397,ACCT6970030,PROD1041,redemption,29029.72,6.5013,4465.22,2026-05-17 13:19:00,69.97,completed
TXN78371987,ACCT3537815,PROD1045,redemption,20350.66,1.5332,13273.32,2026-05-17 09:54:00,30.99,completed
TXN96900060,ACCT4145943,PROD1010,redemption,67105.62,2.6474,25347.74,2026-05-17 13:56:00,195.45,completed
TXN31466209,ACCT6970030,PROD1034,transfer_out,180744.99,6.6279,27270.33,2026-05-17 11:36:00,517.84,completed
TXN40461347,ACCT2997742,PROD1027,transfer_in,102871.88,7.2682,14153.69,2026-05-17 13:37:00,243.4,completed
TXN36130340,ACCT8893340,PROD1000,redemption,95265.68,2.1071,45211.75,2026-05-17 10:22:00,240.15,completed
TXN76367745,ACCT1409851,PROD1027,purchase,130834.15,6.6003,19822.46,2026-05-17 11:14:00,334.13,completed
TXN10078454,ACCT5939720,PROD1020,redemption,41503.28,3.9625,10474.01,2026-05-17 09:15:00,56.42,completed
TXN32452226,ACCT9460075,PROD1028,redemption,89083.65,5.7147,15588.51,2026-05-17 15:39:00,247.68,completed
TXN88839221,ACCT4302403,PROD1008,purchase,45581.24,6.7073,6795.77,2026-05-17 10:28:00,84.74,completed
TXN19299940,ACCT6669711,PROD1008,redemption,84387.83,9.0449,9329.88,2026-05-17 13:34:00,162.49,completed
TXN24290974,ACCT8597595,PROD1010,redemption,90465.54,9.2521,9777.84,2026-05-18 12:06:00,127.83,completed
TXN93219121,ACCT3288882,PROD1012,purchase,100596.88,7.8401,12831.07,2026-05-18 11:44:00,166.94,completed
TXN66785721,ACCT7025116,PROD1027,redemption,37477.15,9.7931,3826.89,2026-05-18 13:08:00,92.35,completed
TXN11917119,ACCT1286306,PROD1049,transfer_out,379090.46,8.9297,42452.77,2026-05-18 13:18:00,924.12,completed
TXN11993018,ACCT6885014,PROD1041,transfer_in,224076.01,5.365,41766.26,2026-05-18 11:01:00,461.04,completed
TXN65179402,ACCT3447004,PROD1023,transfer_in,300540.48,8.3581,35957.99,2026-05-18 10:47:00,580.13,completed
TXN95148138,ACCT3484612,PROD1009,redemption,41341.61,8.0897,5110.4,2026-05-18 15:43:00,78.74,completed
TXN67349460,ACCT8659303,PROD1002,purchase,172388.74,6.8856,25036.12,2026-05-18 11:12:00,244.25,completed
TXN18703658,ACCT8099855,PROD1049,redemption,94661.24,6.3571,14890.63,2026-05-18 15:15:00,136.7,completed
TXN72115467,ACCT5655199,PROD1042,purchase,55798.77,7.5881,7353.46,2026-05-18 13:00:00,111.18,pending
TXN58979648,ACCT4267090,PROD1002,purchase,194224.58,4.0595,47844.46,2026-05-18 15:25:00,278.97,completed
TXN26767506,ACCT6514266,PROD1000,transfer_out,395421.2,4.0298,98124.27,2026-05-18 13:34:00,973.12,completed
TXN80840110,ACCT4676418,PROD1020,purchase,6728.82,8.6912,774.21,2026-05-18 11:44:00,11.67,completed
TXN79952841,ACCT8116563,PROD1027,redemption,42190.36,5.3622,7868.11,2026-05-18 15:32:00,90.34,completed
TXN26209887,ACCT7798894,PROD1038,purchase,188601.16,5.0842,37095.54,2026-05-18 15:26:00,435.31,completed
TXN54528361,ACCT6113582,PROD1000,purchase,188938.94,8.7179,21672.53,2026-05-18 15:02:00,209.74,completed
TXN77434472,ACCT5780363,PROD1001,redemption,74390.1,6.909,10767.13,2026-05-18 10:58:00,111.75,completed
TXN72464272,ACCT9108767,PROD1037,redemption,21147.63,8.0148,2638.57,2026-05-18 12:34:00,60.51,completed
TXN52768660,ACCT6123112,PROD1046,purchase,157593.45,9.9038,15912.42,2026-05-18 10:45:00,183.75,completed
TXN13698958,ACCT9147550,PROD1029,redemption,50756.07,7.9628,6374.15,2026-05-18 11:56:00,112.18,completed
TXN61242567,ACCT3830431,PROD1010,purchase,7715.63,9.139,844.25,2026-05-18 10:40:00,7.94,completed
TXN89695003,ACCT7978963,PROD1027,purchase,42924.58,1.1948,35926.16,2026-05-18 15:20:00,48.18,completed
TXN73436615,ACCT4145943,PROD1020,dividend,4940.56,4.2628,1158.99,2026-05-18 09:53:00,6.38,failed
TXN67289636,ACCT2428237,PROD1036,purchase,188561.85,5.5249,34129.46,2026-05-18 14:52:00,413.69,completed
TXN31236844,ACCT8295932,PROD1008,purchase,123523.83,3.25,38007.33,2026-05-18 09:11:00,252.51,completed
TXN91130115,ACCT5400961,PROD1002,redemption,21823.18,6.4692,3373.4,2026-05-18 11:10:00,49.87,completed
TXN87163331,ACCT5234467,PROD1028,purchase,6090.39,9.1479,665.77,2026-05-18 09:05:00,12.66,completed
TXN40081025,ACCT8156866,PROD1020,purchase,183032.26,9.5074,19251.56,2026-05-18 14:28:00,280.53,pending
TXN86569229,ACCT2970786,PROD1048,transfer_in,149233.51,6.3936,23341.08,2026-05-18 14:52:00,339.51,completed
TXN28700684,ACCT6191997,PROD1019,redemption,42541.36,2.1615,19681.41,2026-05-18 09:17:00,85.19,completed
TXN54189393,ACCT8169866,PROD1028,purchase,144492.67,3.0578,47253.8,2026-05-18 13:22:00,323.97,completed
TXN10669917,ACCT7174121,PROD1036,transfer_out,171857.13,7.0585,24347.54,2026-05-18 14:38:00,302.31,completed
TXN67220947,ACCT8597595,PROD1022,transfer_out,479097.29,1.0251,467366.39,2026-05-18 13:35:00,542.15,completed
TXN38498569,ACCT2470766,PROD1001,purchase,160276.86,5.7026,28105.93,2026-05-18 12:16:00,349.68,completed
TXN80744583,ACCT6812981,PROD1045,purchase,155327.56,9.7943,15858.98,2026-05-18 14:47:00,441.06,completed
TXN63520263,ACCT9876581,PROD1038,purchase,196034.39,7.6857,25506.38,2026-05-18 13:27:00,254.26,completed
TXN44372421,ACCT1444366,PROD1019,transfer_in,38851.74,3.2061,12118.07,2026-05-18 12:10:00,42.7,completed
TXN23798391,ACCT8322488,PROD1034,redemption,86514.62,7.9441,10890.42,2026-05-18 10:49:00,125.01,completed
TXN18734062,ACCT8892162,PROD1029,purchase,61166.91,2.9528,20714.88,2026-05-18 11:10:00,132.15,completed
TXN58101491,ACCT9072316,PROD1006,transfer_out,92714.46,4.93,18806.18,2026-05-18 14:22:00,143.34,completed
TXN15091137,ACCT9644249,PROD1032,purchase,76470.45,9.5349,8020.06,2026-05-19 14:03:00,84.3,completed
TXN66296999,ACCT3508236,PROD1001,redemption,66118.9,5.0597,13067.75,2026-05-19 14:06:00,78.5,completed
TXN64352063,ACCT1127217,PROD1045,purchase,180083.24,3.6323,49578.29,2026-05-19 13:16:00,306.93,completed
TXN66298393,ACCT6887178,PROD1038,redemption,44592.49,1.9862,22451.16,2026-05-19 11:06:00,110.41,completed
TXN78646933,ACCT1260567,PROD1002,transfer_in,403081.24,4.3675,92291.07,2026-05-19 09:40:00,860.28,completed
TXN11080374,ACCT2156809,PROD1037,transfer_out,139250.96,7.193,19359.23,2026-05-19 10:17:00,398.52,completed
TXN63360573,ACCT1794681,PROD1048,transfer_in,244452.1,8.5369,28634.76,2026-05-19 14:50:00,497.0,completed
TXN75108652,ACCT1337850,PROD1038,transfer_out,211145.26,4.3466,48577.11,2026-05-19 15:36:00,463.48,completed
TXN76629847,ACCT8331552,PROD1001,redemption,68380.6,7.6461,8943.2,2026-05-19 13:49:00,160.97,completed
TXN92034878,ACCT3684381,PROD1016,purchase,59714.21,6.4335,9281.76,2026-05-19 14:01:00,128.98,pending
TXN74550377,ACCT2226055,PROD1037,purchase,9917.42,8.7545,1132.84,2026-05-19 15:14:00,20.37,completed
TXN61726020,ACCT3537815,PROD1048,redemption,39222.51,8.2647,4745.79,2026-05-19 15:32:00,100.17,completed
TXN39949792,ACCT6887178,PROD1008,purchase,181118.1,4.9048,36926.7,2026-05-19 09:32:00,288.44,completed
TXN77677829,ACCT6913832,PROD1032,redemption,30410.61,2.0704,14688.28,2026-05-19 13:20:00,65.59,completed
TXN19546673,ACCT6332020,PROD1040,transfer_out,407904.72,6.0432,67498.13,2026-05-19 13:41:00,1061.36,completed
TXN51538801,ACCT9996930,PROD1046,transfer_in,319058.17,7.9826,39969.2,2026-05-19 14:53:00,509.23,completed
TXN27769579,ACCT6713753,PROD1006,purchase,33652.86,8.1217,4143.57,2026-05-19 10:27:00,97.93,completed
TXN34995777,ACCT7527549,PROD1012,transfer_in,303853.36,4.2995,70671.79,2026-05-19 15:09:00,378.7,completed
TXN28782824,ACCT9862121,PROD1023,purchase,166006.29,3.4934,47519.98,2026-05-19 15:02:00,416.67,completed
TXN61689870,ACCT9277119,PROD1027,purchase,150583.17,8.9714,16784.8,2026-05-19 11:45:00,313.8,completed
TXN91899392,ACCT8700631,PROD1028,purchase,61338.88,7.0238,8733.0,2026-05-19 13:11:00,123.7,completed
TXN58900107,ACCT7644731,PROD1017,redemption,24190.81,9.8957,2444.58,2026-05-19 11:38:00,66.54,completed
TXN83201230,ACCT9700514,PROD1036,redemption,74037.02,5.5973,13227.27,2026-05-19 09:51:00,137.76,completed
TXN12592457,ACCT7039781,PROD1041,purchase,18824.69,2.9132,6461.86,2026-05-19 13:48:00,42.11,pending
TXN64689942,ACCT8859815,PROD1045,purchase,122676.81,3.0197,40625.5,2026-05-19 13:44:00,364.92,completed
TXN68011117,ACCT8369657,PROD1040,purchase,134177.84,6.8817,19497.78,2026-05-19 09:34:00,246.21,completed
TXN14933122,ACCT1563754,PROD1034,purchase,7227.0,6.0444,1195.65,2026-05-19 14:12:00,12.26,completed
TXN44494212,ACCT5003889,PROD1040,purchase,5137.91,1.9087,2691.84,2026-05-19 15:54:00,13.35,completed
TXN94433729,ACCT5129709,PROD1020,purchase,63540.84,7.0924,8959.0,2026-05-19 13:08:00,170.48,completed
TXN10912848,ACCT4672489,PROD1041,purchase,149859.7,8.9473,16749.15,2026-05-19 13:47:00,431.56,completed
TXN93855466,ACCT3447004,PROD1010,redemption,85000.65,3.7225,22834.29,2026-05-19 11:21:00,146.39,completed
TXN60007336,ACCT7963523,PROD1010,transfer_in,299565.0,9.8023,30560.68,2026-05-19 12:05:00,744.87,completed
TXN24538818,ACCT7879794,PROD1048,transfer_out,182355.34,7.3761,24722.46,2026-05-19 10:58:00,183.97,completed
TXN41625533,ACCT1409851,PROD1023,purchase,136795.93,1.6187,84509.75,2026-05-19 15:53:00,410.21,completed
TXN35769853,ACCT5231925,PROD1008,purchase,112097.33,1.1006,101851.11,2026-05-19 15:14:00,305.37,completed
TXN94177230,ACCT7038290,PROD1023,redemption,40835.61,4.5483,8978.21,2026-05-19 14:22:00,80.92,completed
TXN55126686,ACCT9431542,PROD1045,transfer_out,75636.18,2.8516,26524.12,2026-05-19 14:37:00,122.01,pending
TXN71814673,ACCT5234467,PROD1029,purchase,13086.16,1.3392,9771.62,2026-05-19 15:31:00,31.95,completed
TXN21549915,ACCT9107630,PROD1006,purchase,73718.95,2.9225,25224.62,2026-05-19 10:55:00,126.43,completed
TXN25643173,ACCT3800978,PROD1023,purchase,63972.03,1.9565,32697.18,2026-05-19 13:57:00,119.93,completed
TXN16067397,ACCT6982627,PROD1017,redemption,40276.41,9.8022,4108.92,2026-05-20 13:19:00,86.17,completed
TXN69932738,ACCT9700514,PROD1013,redemption,21324.68,3.2648,6531.7,2026-05-20 12:54:00,46.07,completed
TXN46049612,ACCT7975650,PROD1030,purchase,54500.37,6.9526,7838.85,2026-05-20 09:56:00,119.34,completed
TXN22506109,ACCT6178025,PROD1002,transfer_out,206330.29,2.7609,74732.98,2026-05-20 10:56:00,209.86,completed
TXN67822494,ACCT9122161,PROD1010,redemption,89348.8,7.0521,12669.81,2026-05-20 14:35:00,256.53,completed
TXN70764799,ACCT4113610,PROD1000,transfer_in,377900.14,7.1838,52604.49,2026-05-20 12:08:00,421.87,pending
TXN64247895,ACCT7477579,PROD1037,redemption,95042.29,7.808,12172.42,2026-05-20 14:38:00,159.25,completed
TXN11309155,ACCT7609521,PROD1020,redemption,48781.71,1.1107,43919.79,2026-05-20 09:53:00,138.74,completed
TXN98135275,ACCT2136372,PROD1029,transfer_out,303591.9,2.1326,142357.64,2026-05-20 14:11:00,365.59,pending
TXN65259892,ACCT1719163,PROD1020,transfer_in,32275.99,6.3503,5082.59,2026-05-20 13:41:00,58.49,completed
TXN43700010,ACCT5765816,PROD1009,transfer_out,244367.4,9.7676,25018.16,2026-05-20 10:22:00,336.43,completed
TXN75527143,ACCT3597682,PROD1030,transfer_in,225640.72,5.9816,37722.47,2026-05-20 09:30:00,536.99,completed
TXN78886899,ACCT8739154,PROD1016,transfer_out,328336.58,6.0148,54588.11,2026-05-20 14:01:00,905.52,completed
TXN53696008,ACCT3244422,PROD1038,transfer_in,77199.16,2.5285,30531.6,2026-05-20 12:57:00,219.73,completed
TXN81530347,ACCT5399123,PROD1016,purchase,165879.29,5.2332,31697.49,2026-05-20 09:31:00,181.1,completed
TXN50333161,ACCT6191997,PROD1029,transfer_in,426846.88,1.8906,225773.24,2026-05-20 13:08:00,550.8,completed
TXN15859538,ACCT2595266,PROD1023,purchase,162384.15,4.4675,36347.88,2026-05-20 13:00:00,363.17,completed
TXN41249585,ACCT7597027,PROD1017,redemption,68564.62,5.7658,11891.61,2026-05-20 11:42:00,159.95,completed
TXN10260993,ACCT9311673,PROD1030,dividend,6749.17,9.183,734.96,2026-05-20 13:30:00,17.5,completed
TXN92482594,ACCT1033745,PROD1028,purchase,92816.12,9.6552,9613.07,2026-05-20 12:50:00,220.92,pending
TXN16498559,ACCT2890913,PROD1042,redemption,10598.83,9.7372,1088.49,2026-05-20 11:17:00,24.27,pending
TXN53019207,ACCT9505430,PROD1049,transfer_in,49300.66,8.2245,5994.37,2026-05-20 12:29:00,63.7,pending
TXN10441606,ACCT7824843,PROD1038,transfer_out,235306.05,4.0802,57670.22,2026-05-20 15:04:00,561.61,completed
TXN66428613,ACCT9066144,PROD1034,purchase,127424.76,7.1653,17783.59,2026-05-20 15:31:00,139.18,completed
TXN81747431,ACCT8905503,PROD1037,purchase,29868.59,8.0408,3714.63,2026-05-20 13:34:00,82.01,pending
TXN76953162,ACCT5515805,PROD1029,redemption,93640.47,7.7959,12011.5,2026-05-20 09:58:00,132.83,completed
TXN15886722,ACCT7519680,PROD1016,purchase,81844.45,6.3042,12982.53,2026-05-20 12:23:00,149.43,completed
TXN90234263,ACCT1850639,PROD1048,transfer_in,63585.52,6.8268,9314.1,2026-05-20 15:50:00,155.31,completed
TXN85615824,ACCT7995407,PROD1037,purchase,194093.08,5.3834,36054.0,2026-05-20 11:55:00,211.36,completed
TXN63418273,ACCT6625031,PROD1048,dividend,4924.64,3.9102,1259.43,2026-05-20 13:11:00,7.23,completed
TXN28979557,ACCT1650420,PROD1037,transfer_in,484818.05,1.1727,413420.35,2026-05-20 10:37:00,725.84,completed
TXN26196931,ACCT1725669,PROD1027,transfer_out,36619.68,9.1536,4000.58,2026-05-20 11:41:00,48.97,completed
TXN90067490,ACCT6178025,PROD1028,transfer_in,161738.12,6.3317,25544.19,2026-05-20 09:39:00,450.49,completed
TXN18618236,ACCT5013818,PROD1017,redemption,49095.03,8.9212,5503.19,2026-05-20 11:43:00,92.07,completed
TXN65319340,ACCT4422370,PROD1023,purchase,172583.33,1.8864,91488.19,2026-05-20 11:33:00,304.92,completed
TXN78678314,ACCT6669711,PROD1017,purchase,181347.68,6.7593,26829.36,2026-05-20 14:55:00,442.29,completed
TXN46810384,ACCT4319313,PROD1002,redemption,35662.35,6.4787,5504.55,2026-05-20 14:40:00,52.69,completed
TXN44098685,ACCT3005771,PROD1042,purchase,72669.22,8.1594,8906.2,2026-05-20 10:07:00,78.16,completed
TXN39089312,ACCT6342739,PROD1004,purchase,116378.15,2.7249,42709.15,2026-05-20 14:08:00,118.03,completed
TXN31825594,ACCT8254201,PROD1017,redemption,54741.61,3.0199,18126.96,2026-05-20 10:21:00,80.28,completed
TXN20141264,ACCT9996930,PROD1023,purchase,153859.0,5.6996,26994.7,2026-05-21 09:39:00,278.12,completed
TXN22322187,ACCT8665704,PROD1029,redemption,2894.9,3.9,742.28,2026-05-21 12:01:00,2.96,completed
TXN94049293,ACCT9076381,PROD1006,dividend,6545.02,5.5876,1171.35,2026-05-21 12:15:00,15.99,completed
TXN79316934,ACCT5237938,PROD1017,redemption,65793.92,9.9,6645.85,2026-05-21 13:06:00,115.34,completed
TXN64379024,ACCT2113710,PROD1046,purchase,36284.13,1.2993,27925.91,2026-05-21 10:45:00,76.53,failed
TXN52925069,ACCT4876880,PROD1019,purchase,68287.96,6.9557,9817.55,2026-05-21 09:50:00,81.52,completed
TXN33049887,ACCT2076097,PROD1032,transfer_out,148238.76,2.6688,55545.1,2026-05-21 09:58:00,435.59,completed
TXN80090736,ACCT2011729,PROD1022,purchase,139893.14,2.0108,69570.89,2026-05-21 10:42:00,210.12,completed
TXN55580513,ACCT9123981,PROD1027,purchase,55662.72,6.9329,8028.78,2026-05-21 09:34:00,109.85,failed
TXN56195913,ACCT3106561,PROD1034,redemption,14821.22,4.0797,3632.92,2026-05-21 15:03:00,24.32,completed
TXN57961088,ACCT7824843,PROD1045,transfer_out,452073.07,9.8367,45957.8,2026-05-21 11:24:00,1134.34,pending
TXN98375317,ACCT8255247,PROD1002,purchase,194230.8,2.4617,78901.08,2026-05-21 09:44:00,275.14,completed
TXN85345109,ACCT7829708,PROD1012,dividend,4314.11,2.4856,1735.64,2026-05-21 11:51:00,11.48,completed
TXN86261353,ACCT7763603,PROD1000,transfer_out,200421.89,4.806,41702.43,2026-05-21 14:19:00,266.53,completed
TXN60775507,ACCT4078016,PROD1029,purchase,9449.91,2.3177,4077.28,2026-05-21 15:05:00,23.58,completed
TXN14942236,ACCT3417748,PROD1036,purchase,139419.82,6.4453,21631.24,2026-05-21 13:18:00,200.92,completed
TXN28161514,ACCT2313197,PROD1040,redemption,27184.72,5.0532,5379.7,2026-05-21 13:32:00,76.53,completed
TXN52284664,ACCT6022788,PROD1009,transfer_in,79721.04,7.687,10370.89,2026-05-21 15:17:00,114.36,completed
TXN29350145,ACCT8156923,PROD1046,redemption,1905.52,1.3278,1435.1,2026-05-21 14:10:00,2.11,completed
TXN73131955,ACCT9844164,PROD1032,purchase,121755.22,5.2171,23337.72,2026-05-21 09:45:00,315.2,completed
TXN23109808,ACCT3484612,PROD1004,dividend,1882.99,5.6882,331.03,2026-05-21 14:51:00,2.47,completed
TXN62238827,ACCT5557273,PROD1037,purchase,94740.65,5.7626,16440.61,2026-05-21 15:31:00,168.18,completed
TXN86478654,ACCT1191532,PROD1019,purchase,167214.05,2.158,77485.66,2026-05-21 14:57:00,457.66,completed
TXN81451154,ACCT2683139,PROD1036,purchase,36492.65,8.2213,4438.79,2026-05-21 10:42:00,53.13,completed
TXN39692415,ACCT8953127,PROD1036,transfer_in,352706.4,4.4927,78506.56,2026-05-21 10:59:00,597.45,completed
TXN73899899,ACCT6544602,PROD1027,redemption,29905.32,2.8123,10633.76,2026-05-21 15:10:00,33.24,completed
TXN21220016,ACCT2928820,PROD1028,redemption,62301.11,9.9596,6255.38,2026-05-21 10:50:00,96.79,completed
TXN76687230,ACCT2402376,PROD1030,purchase,157001.46,5.944,26413.44,2026-05-21 09:33:00,327.16,completed
TXN41762350,ACCT9948694,PROD1008,purchase,61960.72,5.7884,10704.29,2026-05-21 12:23:00,161.04,completed
TXN56382140,ACCT1905670,PROD1004,redemption,16967.33,6.7237,2523.51,2026-05-21 14:52:00,17.84,completed
TXN69255095,ACCT5395484,PROD1009,transfer_in,255593.84,6.874,37182.69,2026-05-21 15:00:00,653.92,completed
TXN56450664,ACCT5178724,PROD1034,purchase,14600.52,4.8672,2999.78,2026-05-21 13:28:00,26.58,failed
TXN22360729,ACCT9698881,PROD1013,dividend,6331.25,7.8412,807.43,2026-05-21 14:05:00,12.87,completed
TXN77976860,ACCT7790149,PROD1019,transfer_in,126557.04,1.2077,104791.79,2026-05-21 12:51:00,175.68,pending
TXN53617399,ACCT8438903,PROD1002,purchase,105872.46,7.1418,14824.34,2026-05-21 15:11:00,184.72,completed
TXN44246816,ACCT4911573,PROD1034,purchase,123599.56,1.1643,106157.83,2026-05-21 10:34:00,353.83,completed
TXN42607211,ACCT3082022,PROD1001,dividend,2289.74,4.5648,501.61,2026-05-21 12:08:00,3.57,completed
TXN85953543,ACCT8118042,PROD1036,dividend,4800.21,8.1491,589.05,2026-05-21 15:40:00,5.78,completed
TXN87008408,ACCT6457634,PROD1006,transfer_out,136039.14,1.1471,118593.97,2026-05-21 10:54:00,331.36,completed
TXN10779273,ACCT7472571,PROD1017,purchase,48220.83,5.4867,8788.68,2026-05-21 09:06:00,135.44,completed
TXN33400568,ACCT8510259,PROD1020,purchase,49051.0,2.0324,24134.52,2026-05-22 11:06:00,128.24,completed
TXN57662225,ACCT3724628,PROD1023,redemption,95595.02,7.215,13249.48,2026-05-22 14:18:00,258.32,completed
TXN81477603,ACCT8295932,PROD1008,redemption,20521.39,1.7777,11543.79,2026-05-22 10:18:00,52.05,completed
TXN23333302,ACCT5720970,PROD1048,purchase,82292.06,5.0215,16387.94,2026-05-22 13:30:00,219.07,completed
TXN51538126,ACCT2327432,PROD1045,transfer_in,426707.01,3.9679,107539.76,2026-05-22 11:02:00,535.05,completed
TXN12587962,ACCT8597595,PROD1013,transfer_in,484415.36,5.0294,96316.73,2026-05-22 11:48:00,1393.54,completed
TXN59861498,ACCT4226521,PROD1029,purchase,118029.77,4.5157,26137.65,2026-05-22 12:56:00,340.95,completed
TXN21098282,ACCT3723551,PROD1009,purchase,64950.98,9.2106,7051.76,2026-05-22 09:25:00,119.97,completed
TXN88114238,ACCT1657371,PROD1042,transfer_out,196452.01,2.5346,77508.09,2026-05-22 12:53:00,342.82,completed
TXN70825349,ACCT8072652,PROD1020,redemption,72585.5,9.1993,7890.33,2026-05-22 13:57:00,85.31,completed
TXN12874609,ACCT9117355,PROD1002,purchase,71484.57,3.4802,20540.36,2026-05-22 11:44:00,167.53,completed
TXN68261111,ACCT7790149,PROD1022,redemption,43137.93,9.075,4753.49,2026-05-22 14:05:00,53.83,completed
TXN97558405,ACCT3404568,PROD1042,redemption,53125.57,3.83,13870.91,2026-05-22 09:28:00,55.33,failed
TXN64081398,ACCT6458630,PROD1000,transfer_in,334553.46,2.2733,147166.44,2026-05-22 12:10:00,989.79,completed
